stasiun,pm10,so2,co,o3,no2,critical,categori,year,kmeans_label
4,80.0,21.0,25.0,89.0,11.0,3,1,2019,0
4,79.0,23.0,19.0,141.0,10.0,3,2,2019,0
4,68.0,20.0,17.0,116.0,9.0,3,2,2019,0
4,67.0,22.0,16.0,90.0,8.0,3,1,2019,0
4,84.0,23.0,22.0,126.0,12.0,3,2,2019,0
4,69.0,22.0,19.0,84.0,12.0,3,1,2019,0
4,64.0,21.0,16.0,107.0,13.0,3,2,2019,0
4,75.0,23.0,16.0,113.0,10.0,3,2,2019,0
4,67.0,21.0,18.0,121.0,7.0,3,2,2019,0
4,69.0,21.0,16.0,92.0,8.0,3,1,2019,0
4,75.0,23.0,19.0,124.0,9.0,3,2,2019,0
4,63.0,23.0,15.0,95.0,11.0,3,1,2019,0
4,66.0,23.0,17.0,95.0,9.0,3,1,2019,0
4,70.0,19.0,19.0,91.0,7.0,3,1,2019,0
4,73.0,20.0,24.0,99.0,12.0,3,1,2019,0
4,67.0,21.0,15.0,88.0,6.0,3,1,2019,0
4,57.0,20.0,13.0,115.0,6.0,3,2,2019,0
4,61.0,20.0,14.0,96.0,7.0,3,1,2019,0
4,66.0,22.0,16.0,92.0,8.0,3,1,2019,0
4,67.0,22.0,16.0,146.0,9.0,3,2,2019,0
4,60.0,22.0,13.0,102.0,8.0,3,2,2019,0
4,92.0,20.0,28.0,147.5,14.0,3,3,2019,0
4,71.0,19.0,15.0,147.5,9.0,3,2,2019,0
4,63.0,19.0,13.0,108.0,6.0,3,2,2019,0
4,68.0,20.0,17.0,147.5,8.0,3,2,2019,0
4,65.0,23.0,12.0,147.5,7.0,3,2,2019,0
4,69.0,19.0,15.0,147.5,9.0,3,3,2019,0
4,64.0,21.0,12.0,147.5,7.0,3,2,2019,0
4,66.0,21.0,11.0,128.0,6.0,3,2,2019,0
4,66.0,20.0,11.0,147.5,6.0,3,2,2019,0
4,66.0,35.0,12.0,147.5,9.0,3,2,2019,0
4,61.0,25.0,10.0,108.0,9.0,3,2,2019,0
4,64.0,18.0,18.0,132.0,10.0,3,2,2019,0
4,67.0,20.0,13.0,96.0,8.0,3,1,2019,0
4,67.0,22.0,14.0,109.0,8.0,3,2,2019,0
4,71.0,20.0,14.0,147.5,9.0,3,2,2019,0
4,68.0,22.0,11.0,134.0,9.0,3,2,2019,0
4,63.0,27.0,10.0,144.0,9.0,3,2,2019,0
4,75.0,22.0,16.0,113.0,3.0,3,2,2019,0
4,65.0,19.0,13.0,96.0,4.0,3,1,2019,0
4,65.0,23.0,13.0,127.0,3.0,3,2,2019,0
4,65.0,22.0,13.0,126.0,3.0,3,2,2019,0
4,66.0,21.0,14.0,101.0,3.0,3,2,2019,0
4,68.0,25.0,17.0,147.5,4.0,3,2,2019,0
4,78.0,22.0,19.0,143.0,3.0,3,2,2019,0
4,69.0,22.0,15.0,147.5,3.0,3,2,2019,0
4,63.0,24.0,14.0,147.5,2.0,3,2,2019,0
4,68.0,23.0,12.0,99.0,2.0,3,1,2019,0
4,62.0,22.0,12.0,125.0,4.0,3,2,2019,0
4,70.0,21.0,15.0,107.0,4.0,3,2,2019,0
4,59.0,22.0,10.0,147.5,3.0,3,2,2019,0
4,65.0,23.0,11.0,147.5,3.0,3,2,2019,0
4,61.0,26.0,10.0,112.0,9.0,3,2,2019,0
4,68.0,26.0,12.0,147.5,6.0,3,2,2019,0
4,65.0,23.0,10.0,110.0,9.0,3,2,2019,0
4,72.0,22.0,12.0,131.0,8.0,3,2,2019,0
4,58.0,24.0,9.0,102.0,7.0,3,2,2019,0
4,65.0,22.0,12.0,115.0,8.0,3,2,2019,0
4,60.0,20.0,12.0,146.0,7.0,3,2,2019,0
4,74.0,24.0,18.0,147.5,11.0,3,2,2019,0
4,69.0,25.0,10.0,147.5,8.0,3,2,2019,0
4,78.0,22.0,10.0,138.0,8.0,3,2,2019,0
4,76.0,21.0,10.0,147.5,8.0,3,2,2019,0
4,62.0,21.0,10.0,147.5,8.0,3,2,2019,0
4,67.0,22.0,10.0,100.0,8.0,3,1,2019,0
4,70.0,24.0,13.0,138.0,8.0,3,2,2019,0
4,59.0,19.0,9.0,127.0,11.0,3,2,2019,0
4,71.0,21.0,8.0,147.5,9.0,3,3,2019,0
4,77.0,21.0,12.0,147.5,11.0,3,2,2019,0
4,70.0,22.0,7.0,147.5,7.0,3,2,2019,0
4,77.0,21.0,12.0,147.5,9.0,3,2,2019,0
4,59.0,19.0,5.0,147.5,5.0,3,2,2019,0
4,68.0,20.0,10.0,144.0,8.0,3,2,2019,0
4,60.0,19.0,6.0,147.5,7.0,3,2,2019,0
4,66.0,20.0,9.0,147.0,7.0,3,2,2019,0
4,70.0,24.0,13.0,135.0,8.0,3,2,2019,0
4,69.0,22.0,11.0,140.0,9.0,3,2,2019,0
4,71.0,23.0,9.0,107.0,8.0,3,2,2019,0
4,75.0,23.0,7.0,94.0,10.0,3,1,2019,0
4,67.0,22.0,3.0,147.5,9.0,3,2,2019,0
4,75.0,21.0,10.0,147.5,8.0,3,2,2019,0
4,66.0,21.0,8.0,147.5,7.0,3,2,2019,0
4,53.0,21.0,5.0,120.0,5.0,3,2,2019,0
4,50.0,19.0,5.0,107.0,5.0,3,2,2019,0
4,58.0,20.0,11.0,147.5,12.0,3,2,2019,0
4,61.0,20.0,14.0,147.5,13.0,3,2,2019,0
4,58.0,24.0,8.0,147.5,11.0,3,3,2019,0
4,69.0,21.0,12.0,147.5,11.0,3,2,2019,0
4,60.0,25.0,10.0,147.5,12.0,3,3,2019,0
4,63.0,32.0,11.0,147.5,7.0,3,2,2019,0
4,61.0,25.0,7.0,125.0,10.0,3,2,2019,0
4,64.0,22.0,7.0,134.0,9.0,3,2,2019,0
4,59.0,21.0,20.0,126.0,8.0,3,2,2019,0
4,60.0,20.0,17.0,147.5,7.0,3,2,2019,0
4,59.0,20.0,21.0,100.0,6.0,3,1,2019,0
4,50.0,19.0,18.0,134.0,6.0,3,2,2019,0
4,55.0,24.0,21.0,94.0,12.0,3,1,2019,0
4,57.0,20.0,22.0,99.0,12.0,3,1,2019,0
4,85.0,22.0,34.0,146.0,16.0,3,2,2019,0
4,68.0,21.0,25.0,147.5,8.0,3,2,2019,0
4,64.0,20.0,21.0,147.5,7.0,3,2,2019,0
4,77.0,22.0,30.0,125.0,11.0,3,2,2019,0
4,70.0,20.0,29.0,101.0,10.0,3,2,2019,0
4,63.0,14.0,20.0,122.0,7.0,3,2,2019,0
4,47.0,13.0,18.0,136.0,4.0,3,2,2019,0
4,63.0,20.0,21.0,107.0,7.0,3,2,2019,0
4,64.0,16.0,30.0,147.5,10.0,3,2,2019,0
4,74.0,17.0,31.0,147.5,11.0,3,2,2019,0
4,71.0,30.0,29.0,107.0,11.0,3,2,2019,0
4,52.0,20.0,18.0,99.0,5.0,3,1,2019,0
4,64.0,23.0,22.0,88.0,9.0,3,1,2019,0
4,45.0,15.0,25.0,140.0,9.0,3,2,2019,0
0,66.0,19.0,7.0,107.0,14.0,3,2,2020,0
0,68.0,17.0,7.0,104.0,12.0,3,2,2020,0
0,59.0,18.0,7.0,99.0,18.0,3,1,2020,0
1,63.0,17.0,16.0,124.0,5.0,3,2,2020,0
1,59.0,12.0,13.0,106.0,4.0,3,2,2020,0
1,53.0,7.0,9.0,124.0,4.0,3,2,2020,0
1,67.0,22.0,16.0,84.0,14.0,3,1,2020,0
1,58.0,18.0,11.0,124.0,19.0,3,2,2020,0
1,60.0,18.0,12.0,102.0,11.0,3,2,2020,0
1,70.0,24.0,14.0,87.0,19.0,3,1,2020,0
1,71.0,24.0,13.0,115.0,14.0,3,2,2020,0
1,65.0,21.0,9.0,112.0,11.0,3,2,2020,0
1,64.0,20.0,13.0,101.0,14.0,3,2,2020,0
1,59.0,20.0,8.0,115.0,10.0,3,2,2020,0
1,69.0,22.0,16.0,90.0,14.0,3,1,2020,0
1,78.0,21.0,23.0,102.0,16.0,3,2,2020,0
1,76.0,22.0,16.0,88.0,16.0,3,1,2020,0
1,72.0,21.0,10.0,122.0,11.0,3,2,2020,0
1,80.0,21.0,12.0,94.0,12.0,3,1,2020,0
1,54.0,22.0,6.0,118.0,7.0,3,2,2020,0
1,67.0,21.0,12.0,121.0,11.0,3,2,2020,0
1,69.0,22.0,10.0,104.0,9.0,3,2,2020,0
1,60.0,20.0,7.0,132.0,8.0,3,2,2020,0
1,66.0,20.0,7.0,130.0,6.0,3,2,2020,0
1,56.0,20.0,11.0,106.0,11.0,3,2,2020,0
1,64.0,23.0,12.0,99.0,13.0,3,1,2020,0
1,57.0,20.0,12.0,93.0,13.0,3,1,2020,0
1,59.0,22.0,12.0,95.0,9.0,3,1,2020,0
1,44.0,22.0,7.0,128.0,8.0,3,2,2020,0
1,51.0,21.0,6.0,110.0,8.0,3,2,2020,0
1,55.0,23.0,7.0,109.0,11.0,3,2,2020,0
1,57.0,22.0,11.0,116.0,8.0,3,2,2020,0
1,63.0,24.0,14.0,94.0,13.0,3,1,2020,0
1,62.0,23.0,9.0,95.0,13.0,3,1,2020,0
1,61.0,24.0,10.0,110.0,16.0,3,2,2020,0
1,64.0,25.0,17.0,99.0,18.0,3,1,2020,0
1,56.0,25.0,10.0,97.0,12.0,3,1,2020,0
1,53.0,23.0,11.0,99.0,10.0,3,1,2020,0
1,52.0,22.0,14.0,98.0,23.0,3,1,2020,0
2,48.0,16.0,19.0,126.0,6.0,3,2,2020,0
2,65.0,17.0,45.0,137.0,5.0,3,2,2020,0
2,50.0,16.0,31.0,109.0,5.0,3,2,2020,0
2,43.0,16.0,27.0,105.0,5.0,3,2,2020,0
2,49.0,17.0,21.0,112.0,5.0,3,2,2020,0
2,62.0,18.0,20.0,89.0,9.0,3,1,2020,0
2,65.0,15.0,21.0,113.0,10.0,3,2,2020,0
2,71.0,16.0,20.0,111.0,10.0,3,2,2020,0
2,64.0,19.0,16.0,95.0,9.0,3,1,2020,0
2,64.0,20.0,16.0,111.0,12.0,3,2,2020,0
2,67.0,18.0,14.0,136.0,8.0,3,2,2020,0
2,74.0,19.0,21.0,103.0,8.0,3,2,2020,0
2,67.0,19.0,18.0,91.0,9.0,3,1,2020,0
2,54.0,25.0,16.0,121.0,6.0,3,2,2020,0
2,51.0,25.0,17.0,108.0,7.0,3,2,2020,0
2,54.0,25.0,13.0,98.0,6.0,3,1,2020,0
2,37.0,28.0,17.0,125.0,9.0,3,2,2020,0
2,51.0,29.0,16.0,128.0,8.0,3,2,2020,0
2,52.0,30.0,17.0,114.0,7.0,3,2,2020,0
3,71.0,29.0,36.0,125.0,6.0,3,2,2020,0
3,74.0,26.0,47.0,147.5,7.0,3,2,2020,0
3,67.0,23.0,27.0,118.0,4.0,3,2,2020,0
3,43.0,21.0,22.0,147.5,4.0,3,2,2020,0
3,62.0,23.0,32.0,93.0,4.0,3,1,2020,0
3,56.0,21.0,27.0,104.0,6.0,3,2,2020,0
3,40.0,22.0,21.0,105.0,6.0,3,2,2020,0
3,76.0,22.0,25.0,108.0,8.0,3,2,2020,0
3,70.0,21.0,18.0,147.5,5.0,3,2,2020,0
3,44.0,24.0,10.0,100.0,14.0,3,1,2020,0
3,89.0,25.0,28.0,147.5,13.0,3,2,2020,0
3,69.0,22.0,21.0,131.0,10.0,3,2,2020,0
3,59.0,23.0,18.0,133.0,10.0,3,2,2020,0
3,99.5,23.0,16.0,129.0,10.0,3,2,2020,0
3,57.0,23.0,13.0,108.0,10.0,3,2,2020,0
3,74.0,26.0,19.0,104.0,11.0,3,2,2020,0
3,78.0,25.0,22.0,86.0,10.0,3,1,2020,0
3,65.0,27.0,19.0,107.0,8.0,3,2,2020,0
3,82.0,27.0,24.0,89.0,10.0,3,1,2020,0
3,78.0,24.0,23.0,86.0,6.0,3,1,2020,0
3,69.0,23.0,13.0,113.0,7.0,3,2,2020,0
3,76.0,24.0,13.0,96.0,7.0,3,1,2020,0
3,91.0,27.0,26.0,90.0,7.0,0,1,2020,0
3,81.0,26.0,11.0,97.0,4.0,3,1,2020,0
4,43.0,20.0,18.0,106.0,8.0,3,2,2020,0
4,50.0,30.0,49.5,147.5,7.0,3,2,2020,0
4,66.0,22.0,49.5,147.5,8.0,3,2,2020,0
4,58.0,11.0,12.0,124.0,6.0,3,2,2020,0
4,38.0,7.0,17.0,129.0,5.0,3,2,2020,0
4,62.0,10.0,15.0,147.0,14.0,3,2,2020,0
4,34.0,6.0,6.0,131.0,8.0,3,2,2020,0
4,63.0,8.0,14.0,120.0,9.0,3,2,2020,0
4,57.0,11.0,14.0,122.0,7.0,3,2,2020,0
4,34.0,9.0,13.0,119.0,9.0,3,2,2020,0
4,32.0,9.0,7.0,136.0,7.0,3,2,2020,0
4,48.0,12.0,9.0,134.0,8.0,3,2,2020,0
4,71.0,14.0,23.0,97.0,13.0,3,1,2020,0
4,58.0,17.0,11.0,100.0,7.0,3,1,2020,0
4,60.0,14.0,13.0,119.0,5.0,3,2,2020,0
4,63.0,15.0,15.0,130.0,6.0,3,2,2020,0
4,67.0,15.0,18.0,98.0,6.0,3,1,2020,0
4,70.0,18.0,21.0,147.5,10.0,3,2,2020,0
4,67.0,18.0,17.0,147.5,12.0,3,2,2020,0
4,63.0,16.0,16.0,134.0,8.0,3,2,2020,0
4,77.0,18.0,24.0,92.0,11.0,3,1,2020,0
4,69.0,17.0,19.0,90.0,8.0,3,1,2020,0
4,63.0,21.0,15.0,108.0,6.0,3,2,2020,0
4,58.0,19.0,11.0,119.0,5.0,3,2,2020,0
4,57.0,17.0,18.0,99.0,7.0,3,1,2020,0
4,57.0,20.0,12.0,134.0,7.0,3,2,2020,0
4,58.0,18.0,11.0,123.0,5.0,2,2,2020,0
4,58.0,19.0,14.0,140.0,7.0,2,2,2020,0
4,62.0,25.0,9.0,113.0,5.0,2,2,2020,0
4,57.0,18.0,10.0,141.0,4.0,2,2,2020,0
4,64.0,18.0,20.0,109.0,8.0,2,2,2020,0
4,62.0,18.0,12.0,128.0,6.0,2,2,2020,0
4,55.0,19.0,9.0,109.0,4.0,2,2,2020,0
4,50.0,18.0,12.0,117.0,8.0,2,2,2020,0
4,54.0,21.0,22.0,147.5,7.0,2,2,2020,0
4,55.0,20.0,12.0,111.0,7.0,2,2,2020,0
4,65.0,23.0,16.0,108.0,8.0,2,2,2020,0
4,66.0,20.0,18.0,118.0,8.0,2,2,2020,0
4,61.0,19.0,17.0,98.0,8.0,2,1,2020,0
4,43.0,25.0,9.0,146.0,7.0,2,2,2020,0
4,63.0,25.0,29.0,115.0,11.0,2,2,2020,0
4,59.0,24.0,24.0,111.0,8.0,2,2,2020,0
4,50.0,24.0,14.0,135.0,6.0,2,2,2020,0
4,55.0,25.0,11.0,104.0,6.0,2,2,2020,0
4,59.0,24.0,22.0,115.0,11.0,2,2,2020,0
1,62.0,14.0,26.0,134.0,14.0,3,2,2021,0
2,39.0,19.0,15.0,147.5,20.0,3,2,2021,0
